6.369616873214543062e-01,2.697867137638703117e-01,4.097352393619468902e-02,1.652763552852909434e-02,8.132702392002724157e-01,9.127555772777217191e-01,6.066357757671798634e-01,7.294965609839983989e-01,5.436249914654228688e-01,9.350724237877682254e-01,8.158535541215321540e-01,2.738500170148094881e-03,8.574042765875693473e-01,3.358557530546435466e-02,7.296554464299440657e-01,1.756556206025590150e-01,8.631789223498865793e-01,5.414612202490917126e-01,2.997118905373847841e-01,4.226872211976584470e-01,2.831967114546296571e-02,1.242832764995639439e-01,6.706244146936303219e-01,6.471895115742500870e-01,6.153851114812538547e-01,3.836775542618834356e-01,9.972099357892110216e-01,9.808353387762300812e-01,6.855419844806946994e-01,6.504592762678162998e-01,6.884467305709400797e-01,3.889214239791037864e-01,1.350965050224112174e-01,7.214883401940817009e-01,5.253543224757258878e-01,3.102418755589556598e-01,4.858353588317890770e-01,8.894878343490002504e-01,9.340435159562496814e-01,3.577951967090702290e-01,5.715298307297609348e-01,3.218693910759421462e-01,5.943000301996967938e-01,3.379112255071332616e-01,3.916190005281612319e-01,8.902743520047923242e-01,2.271575935333797203e-01,6.231871446860424157e-01,8.401534358238482714e-02,8.326441476533977815e-01,7.870983074886833686e-01,2.393694429929521528e-01,8.764842308107038127e-01,5.856803480519434668e-02,3.361170605456603733e-01,1.502794668948390644e-01,4.503393666492869762e-01,7.963242702872942447e-01,2.306422089937474329e-01,5.202130106440960855e-02,4.045518398215282030e-01,1.985130445092553320e-01,9.075304561912189705e-02,5.803323859868506629e-01
2.986961328189225995e-01,6.719948779563593710e-01,1.995154439682133019e-01,9.421131105064978195e-01,3.651101682448285590e-01,1.054952795702295276e-01,6.291081515397092261e-01,9.271545530678674263e-01,4.403771547157839805e-01,9.545904936907372296e-01,4.998958136876470171e-01,4.252286248490755316e-01,6.202134520153778086e-01,9.950965052353241136e-01,9.489436749377653246e-01,4.600451393090960739e-01,7.577288453082914321e-01,4.974226954876189710e-01,5.293121601967704093e-01,7.857857007138074890e-01,4.146558493556707914e-01,7.344835717887293614e-01,7.111428779897498442e-01,9.320596866133782354e-01,1.149326332809051943e-01,7.290151170763093935e-01,9.274239286245599123e-01,9.679261899246464074e-01,1.470630496536928788e-02,8.636400902455757533e-01,9.811950400663442817e-01,9.572101796109635519e-01,1.487640122324979108e-01,9.726288138229549629e-01,8.899355557205206324e-01,8.223738275430704237e-01,4.799879238078321730e-01,2.323729196393038432e-01,8.018805787183078682e-01,9.235301597834695286e-01,2.661302722922925801e-01,5.389344076221869173e-01,4.427528289745314982e-01,9.310173159811550025e-01,4.051071118843463381e-02,7.320061956565607764e-01,6.143732469489966430e-01,2.836536511352105716e-02,7.192197728267403223e-01,1.599172952357197364e-02,7.579510023564280941e-01,5.127587232620780533e-01,9.291042207970061639e-01,6.608249672407473518e-02,8.413172796123832287e-01,6.669000876710140524e-02,3.443099788041251719e-01,4.302987319478333017e-01,9.660620807840701874e-01,5.622318422284570127e-01,2.588645931709322445e-01,2.416757140943449622e-01,8.881183206591798385e-01,2.258694284173243805e-01
1.245547058352834968e-01,2.883307570075775983e-01,5.861230648127327969e-01,5.540905021732678293e-01,8.097107759127777360e-01,5.604759520061858291e-01,2.884212144312104931e-01,4.128963426808927029e-01,8.181209709709104105e-01,6.265064624197534959e-01,9.590776426974422231e-01,3.694044110916808732e-01,5.526115105212872081e-01,5.939242016131682789e-01,8.482912082750599936e-01,1.454735381865317478e-01,4.065103367481266439e-01,9.099589616622969501e-01,4.306688856820417577e-02,8.227062801815019366e-01,4.153840373712246459e-01,8.298039852781027292e-01,9.954560807291956692e-03,3.650461577582706507e-01,7.863003716563987666e-02,6.526145763366384411e-01,2.738490985995571947e-01,7.026520706597862986e-01,9.438014269420907931e-01,1.268171022612477605e-01,8.647782954007741107e-01,5.946415160033846625e-02,3.807705083108894328e-01,4.297740611785766385e-01,4.888495468334642657e-01,9.764623219360445416e-01,7.756911881018283550e-01,3.088573627192610083e-01,2.698367855008001470e-01,8.631202041893177856e-01,8.813071727376898812e-01,5.107065055436452727e-01,3.442957309623252415e-01,9.949173481609178138e-01,3.159435453677001959e-01,1.827123789265624465e-01,8.800981213040697249e-01,8.123353981112539923e-01,6.678894055713512357e-01,9.584136317779519132e-01,9.257145772144187434e-01,7.482485033017540754e-01,8.607014095476777094e-01,2.471467403221074832e-01,1.412465569010316058e-01,6.700618493149359534e-01,7.146185366547527229e-01,1.670529287822721809e-01,3.955572731048759838e-01,9.102557662160547514e-01,5.614007675502229455e-01,5.783359149262726762e-01,1.941297728907935838e-01,5.260222486178751655e-01
5.234347273949199186e-01,8.893564024627198528e-02,9.819426931267062342e-01,5.713956004557744217e-01,6.408882664310167065e-03,7.726492012253886044e-01,9.782657138401457120e-01,5.898700283209504791e-01,3.196816362826649938e-01,1.875077157277849071e-01,6.725266339168692875e-01,1.951073984568050257e-01,5.776878925178592361e-01,6.022391763796257624e-01,9.624230931243810128e-01,7.226526552987677654e-02,4.999728236586185037e-01,7.440974792826482442e-01,1.772267404746588060e-01,3.880667317845192255e-01,6.289549845497133251e-02,7.258808637757767634e-01,8.776788675948676843e-02,3.950917083579675859e-01,8.735226311207321404e-01,4.723003367500114846e-01,9.126219336408856186e-01,7.659171177388723883e-01,9.153239601117658664e-01,1.274030090489063349e-01,7.356290533063203352e-02,7.032625356921806681e-02,8.688542943473193114e-01,6.340699793474432466e-01,4.965716937988530200e-01,1.635434161964802735e-01,6.737334377272736763e-01,3.180173878457980274e-01,7.108798632659448780e-01,4.603553288673247756e-01,5.074698605445271404e-01,7.896657324598703731e-01,9.274547552338074929e-02,5.787585033235025378e-01,1.972349472958685457e-01,8.081367518135681438e-01,4.888460361292599199e-01,9.886953333678196731e-01,1.829433246757187215e-01,9.630191401242672589e-01,8.009170366086090231e-01,4.812604965752685926e-01,8.135340641796354744e-01,6.028489052411163396e-01,6.551210639913802591e-01,9.136907627073889149e-01,6.527041641129138760e-02,8.349882039584005655e-01,3.818147799662388042e-01,3.255456161007044269e-01,9.940267712099842834e-01,7.811905020763781904e-01,4.855351387795877605e-01,4.226283964247812275e-01
8.775289058717961055e-01,8.681487221489414541e-02,7.084187569138660212e-01,7.891546237051459967e-01,7.991963797161147909e-01,3.222867247398317758e-01,7.966391827460546082e-01,2.253284418756651419e-01,3.623079504845690968e-01,4.174481122043798287e-01,5.414099836301645707e-01,1.126136655405571840e-01,4.069478006393061342e-01,3.006901069229073187e-04,7.443807263473990465e-01,8.518759122342569601e-01,1.389316791201975487e-01,7.037857692667978116e-01,8.211030883946387471e-01,9.818283228717937794e-01,8.437905623687267376e-01,4.241064854440128595e-01,9.796887085096565029e-01,9.739844048523551567e-01,5.036769792005789670e-01,7.534465385839052010e-01,9.138376676731628789e-01,4.761470719687530551e-01,8.637862410970849059e-01,7.015685660618727892e-01,2.939242559745576244e-01,7.676522699834735786e-01,5.706847858594991107e-01,9.384515343330623871e-02,3.913804263046641863e-01,7.374101339780592124e-02,4.761669632169955868e-01,4.285396081429238002e-01,4.237374429704473533e-01,5.863003535907843622e-01,1.226906601760734405e-01,9.337689099568426965e-01,6.840504480750330130e-01,8.237813583927716676e-01,8.968012322637598510e-01,5.833200469234759433e-01,4.021822090460069887e-02,7.114868241177579877e-01,5.690258542633581662e-01,8.259572221703992412e-01,5.321604734743441423e-01,8.132440953641923986e-01,9.970102930724917822e-01,3.505548113678881306e-01,1.710214400206740981e-01,3.916747994539028221e-01,7.530499898656763946e-01,4.392289318583064706e-01,5.883801094292148148e-01,1.273584719216710459e-01,7.261235109339803095e-01,2.800824018664994641e-01,1.906175604040182270e-01,8.629499985831945441e-01
5.644128211205940993e-01,4.844989423462503497e-01,8.988237652484845075e-01,8.601243606100261729e-02,6.961544503408927387e-01,3.279822897646025304e-01,1.754097499850810760e-01,6.747986499672788963e-01,3.628219508629361156e-01,3.298958324939358366e-01,9.436777652291877816e-01,1.992983406794861523e-01,5.121736578377350524e-01,2.401320067134926628e-02,1.633680911369561617e-01,8.834187336335619367e-01,7.892475482526762898e-01,5.568354900539902452e-01,2.224533959913602699e-01,5.577475826213064147e-01,1.214652611361255463e-02,7.129936309379206749e-01,7.167506805637281486e-01,6.460450235663548479e-01,6.113386842752012162e-01,7.371643262453753120e-02,2.464059690509755596e-01,5.743780480979319147e-01,3.941867660288975728e-01,9.920232285814449824e-01,9.237453573751812641e-01,1.520079025225370417e-01,5.899605926495307129e-01,6.962151061034566046e-01,1.365434143008861234e-01,3.125956471011712701e-01,7.159178469254943167e-01,9.011080934228365980e-01,3.417426502061352567e-01,2.389437116912805914e-01,8.217920027302145769e-01,5.849826802256783420e-01,4.765884217057704264e-01,2.561500214278923382e-01,7.265834864832099171e-02,1.789142089697526306e-02,5.799701805640947727e-01,1.911102734600748088e-01,9.755329784268204074e-01,1.074772283861472610e-01,4.520887883271084151e-01,3.946597970709599945e-01,2.323114752855309773e-01,7.487557250039350576e-01,6.437047620803103554e-01,7.257576850518698830e-01,8.280857589649470718e-02,3.527434156964051049e-01,5.198330743342317595e-01,4.267211437302410593e-01,4.061756187274523366e-02,1.940274549007932059e-01,9.450246483046265134e-01,1.625697247533182122e-01
8.520523324627752304e-01,8.221371590644400706e-01,3.912937570781079843e-01,4.667835198442634725e-01,8.240018076499192601e-01,6.806863255702124693e-01,8.369437364290709391e-01,7.575965858321237478e-01,6.912714794406046304e-01,9.129741060068781167e-01,8.228071330945887496e-01,1.790626875829932629e-01,7.482242750812448939e-01,8.668132311454279648e-02,4.258562402940215819e-01,3.967518871534252423e-01,2.021680939754846307e-01,9.379051086359893041e-01,9.477667836116698830e-02,4.899414988575601093e-03,3.229208036639783508e-01,9.907447182412220110e-01,2.646951283884398931e-01,8.306942655177309565e-01,1.731136370204654495e-01,5.863783547983777433e-01,9.584093351793919746e-01,7.165132345658070667e-01,9.805079751784863129e-01,5.745566490890396949e-01,9.833347065534213671e-01,8.370470317200038313e-01,7.782482261019282310e-01,8.884898869115002151e-01,6.314915172616166750e-01,3.563645463765714450e-01,5.282824400569929857e-01,2.265003956823635756e-01,7.775441238817053513e-01,1.700785016148664841e-01,5.771979489865907142e-01,5.358989295791143359e-01,6.719028034776904912e-01,7.604865986652500354e-01,1.098278860639089194e-01,6.249409616679835189e-01,4.139558824651927704e-01,6.142014356679537102e-01,6.939845431464952696e-01,5.854795857606218679e-01,7.328860768587152075e-01,5.200252572046479838e-01,4.628678091292717234e-01,2.867688654485351929e-01,2.291516699967065529e-01,6.953021060918184171e-01,6.957113528124576618e-01,1.954825129765963565e-01,9.718374166111121149e-01,6.711507802893960095e-01,5.312161232098262520e-01,8.411753515449675866e-01,4.865204333031548645e-01,4.759448701003268223e-01
2.582744000775368809e-01,1.561354813906923322e-01,7.116205788809174537e-01,8.441109682390425251e-01,6.777987780959590092e-01,3.688215166959502023e-01,5.757220912190521567e-01,5.634124736739899442e-01,9.365660834742939311e-01,3.876742119556892963e-01,1.647826520660035099e-01,8.769328933290108097e-01,8.947284968868683963e-01,4.826559500189531171e-02,1.982240308394823680e-01,6.362836535994598197e-01,7.888451556348379246e-01,6.066925067405504191e-01,1.915891961265582255e-01,1.176415752621990940e-01,5.059726340651835574e-01,8.155104066590114220e-01,2.170671810721261918e-01,7.513269487278362302e-02,5.510449957933046816e-01,1.918171481352546337e-01,6.742372048426958919e-02,7.732645980412682363e-01,8.212266060779224164e-01,3.983355510982353742e-01,2.940763601682844230e-01,2.771208894369577846e-01,3.609714258283508448e-01,5.769076431162620811e-01,5.278200781124773311e-01,3.553491811726963157e-01,6.374209792381814177e-01,6.757674419474599681e-01,5.582789479750343009e-01,3.872949150518739669e-01,6.239027819391342877e-01,5.919027832141104950e-01,3.403238573806663947e-01,3.032010126642452619e-01,5.457488790192865924e-01,6.123417390018507378e-01,6.107984389218087395e-01,3.828380088978549090e-01,5.657739072162552008e-01,9.857696351964191361e-01,4.280245190439516678e-01,8.430147145899905547e-01,8.132369130695693560e-02,8.752282537019718811e-01,9.417061555298863462e-01,2.618640158539372598e-01,1.210141567219269465e-02,4.830084134337992996e-01,1.827122576622779437e-01,9.716312542852678646e-01,8.976984351175483212e-01,9.606648859302716614e-01,6.038696577407527410e-01,5.151603669026421084e-01
8.327178493802308568e-01,6.523489656890211208e-01,2.485576763672451284e-01,9.342860382578621614e-01,4.396994499655313415e-01,7.735562283092990432e-01,5.009379569884867545e-01,1.833562431051275476e-01,2.959268470094132963e-01,5.744107688028171621e-01,1.430020842642805157e-01,1.373785861647858209e-02,4.338912243499314370e-01,7.621971718592196465e-01,6.141572737428879769e-01,3.241463758073760415e-01,7.172409392954932628e-01,4.845146331098733050e-01,9.995013522570268538e-01,7.760316524447805620e-01,8.306314412717590301e-01,2.595489061387781238e-01,1.522949628488139417e-01,1.993039091070000213e-01,4.322649643462660451e-01,5.121491196209003727e-01,1.946093477322344834e-01,7.799447709885816149e-01,8.684311544172296227e-01,3.160049857602408307e-01,5.080641967562899985e-01,5.943746025127588650e-01,7.223781739311236905e-01,1.474724544653563951e-01,2.808710614031564301e-01,7.307059958584027903e-01,5.681923142926266213e-01,8.999457934389484270e-01,4.478583619887434031e-01,4.066128450338479805e-01,3.065072175307022029e-01,2.313725726547455341e-01,6.507663347633982909e-01,2.646860018226955269e-01,8.622755206430473551e-01,2.706483956521082979e-01,6.733596312251477478e-01,5.681841419017319428e-01,6.284587978789083484e-01,8.954167756318380800e-01,1.699884514694127713e-01,1.498155458754620861e-01,1.219022213353062600e-01,7.643902091821697109e-02,5.342310236037406401e-01,1.657311519522721710e-01,8.071679300934898604e-01,2.261053054688011432e-02,3.746069717348576855e-01,4.732039713885688448e-01,2.165283006768244922e-01,3.559062195172905119e-01,2.227914355284521530e-01,2.818281063347257698e-01
9.268710607285914893e-01,4.171753663098261011e-01,3.858649412607200180e-01,6.111744524341742313e-01,6.641418567485055657e-01,6.602765449276847276e-01,8.475896722401388139e-02,5.819025790346892268e-01,7.359235998979756221e-01,7.955683661434495013e-01,5.885342519393526040e-01,1.305730582345578927e-01,8.374032389677898980e-02,3.230536931058178851e-01,9.275588094659626970e-01,4.726175288334824032e-01,8.954739071476480738e-01,4.596749532770249003e-01,7.551181065601270115e-01,4.851271756896403664e-01,7.087022614323837955e-01,3.171792766671795993e-01,8.898652636367038182e-01,2.657080687365831473e-01,6.176828784278165507e-03,7.211657861168420114e-01,6.766044632445795681e-01,6.569014499256771167e-01,6.874150023133265286e-01,5.862642110184831390e-01,1.152789530785144345e-01,6.692037223800513246e-01,6.598523780704801389e-03,1.828428789547006383e-01,4.208784051953482486e-01,3.783693804086546431e-01,1.189651624145176001e-01,4.269576040398873618e-01,6.236172436233423655e-01,3.774634315324340017e-01,7.084994832867090864e-01,2.309220953782770147e-01,1.438252722709234543e-01,7.488998444884864547e-01,6.687281297620548681e-01,4.293706932947625177e-01,1.367672848177130529e-01,6.636837393289771736e-01,7.499557499262142768e-01,1.639426532078259724e-01,6.893017369301841502e-01,3.556370863817859274e-01,9.151186148896830463e-01,7.515396876083912936e-01,2.737311702333963259e-01,9.380263196378040291e-01,2.523275610463449059e-02,1.848240144783982464e-01,2.419029711471349930e-01,7.320800833698842824e-01,5.261680305016215309e-01,4.643754078940662833e-01,2.225333387721835088e-01,7.564671103596112278e-01
